product_description,category,price,customer_age,is_member,treatment,outcome
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,56.61,65,1,1,68.17
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,69.03,63,0,0,80.4
"Milk chocolate candy bar, standard size individually wrapped",food,1.71,54,1,1,35.48
"Basic latex exercise band, light resistance single band",fitness,4.23,23,1,1,15.35
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,24.28,35,1,1,41.77
"Standard plastic measuring cup set, four piece nested",home,4.45,42,1,1,23.07
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,65.51,36,0,0,68.79
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.16,21,1,0,1
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.51,19,1,1,18.7
"Disposable white paper cups, standard 8oz pack of 50",home,4.65,39,1,1,12.82
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,375.5,65,1,1,423.19
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,77.32,44,1,0,78.67
"Handwoven sustainable rattan storage basket, fair trade certified",home,43.54,66,0,0,63.33
"Standard plastic clothes hangers, adult size pack of 10",home,4.23,27,1,1,10.91
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,20.7,64,0,1,25.41
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,25.24,45,1,1,43.65
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,12.11,56,1,1,31.09
"Luxury hand-poured soy candle, wild fig and cassis scent",home,44.15,53,0,0,53.78
"Designer sunglasses, polarized titanium frame UV protection",accessories,225.08,64,0,1,231.88
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,121.9,39,1,1,137.43
"Designer sunglasses, polarized titanium frame UV protection",accessories,200.8,52,1,0,190.85
"Clear plastic shower curtain liner, standard size with rings",home,6.98,45,1,1,21.56
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.95,22,1,0,11.97
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,110.13,68,1,1,114.17
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,49.08,44,0,0,48.38
"Basic heat resistant silicone spatula, single piece design",home,3.21,29,0,0,15.11
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,76.08,24,0,0,70.44
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,102.54,19,0,0,102.78
"Budget wired earbuds, basic stereo sound with inline mic",electronics,7.46,58,1,1,18.05
"Artisan smoked sea salt collection, applewood and hickory varieties",food,22.71,47,1,1,41.74
"Organic cold pressed green juice, turmeric ginger daily blend",food,16.74,35,1,1,30.1
"Standard plastic measuring cup set, four piece nested",home,6.12,32,0,1,19.38
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,38.1,33,1,1,54.75
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.45,58,0,1,21.12
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,82.62,60,0,0,79.41
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,95.76,33,1,1,108.37
"Standard aluminum foil roll, 30 feet household grade",home,3.39,47,1,0,11.57
"Clear plastic food storage container set, snap lid microwave safe",home,9.37,28,0,1,25.53
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,12.03,57,1,0,28.82
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,15.11,42,0,1,25.25
"Designer sunglasses, polarized titanium frame UV protection",accessories,214.41,57,1,0,239.41
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.9,34,1,1,14.84
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.97,54,1,1,17.8
"Budget wired earbuds, basic stereo sound with inline mic",electronics,7.04,20,0,1,12.65
"Artisan sourdough loaf, stone baked with ancient grain flour",food,7.31,19,1,0,13.45
"Designer sunglasses, polarized titanium frame UV protection",accessories,174.78,26,0,1,173.33
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,60.58,23,1,0,64.27
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,43.99,27,0,1,61.15
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,63.42,50,1,0,74.78
"Clear plastic food storage container set, snap lid microwave safe",home,7.24,61,1,1,23.0
"Basic foam sole flip flops, solid color unisex design",clothing,3.84,57,1,0,14.41
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,9.92,49,0,0,11.97
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.54,45,1,1,9.47
"Clear plastic food storage container set, snap lid microwave safe",home,9.39,21,1,1,21.27
"Basic white cotton washcloth, standard size single pack",home,2.28,40,0,1,14.47
"Standard plastic clothes hangers, adult size pack of 10",home,3.78,18,1,1,11.39
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.92,34,1,1,19.94
"Standard plastic measuring cup set, four piece nested",home,4.99,38,0,1,24.24
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,75.75,34,1,1,85.25
"Basic white cotton washcloth, standard size single pack",home,1.94,30,1,1,13.04
"Artisan smoked sea salt collection, applewood and hickory varieties",food,21.28,40,1,0,19.22
"Clear plastic shower curtain liner, standard size with rings",home,6.69,43,1,1,25.22
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,22.12,30,1,0,23.71
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,188.37,64,0,0,216.74
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,45.7,56,0,1,58.3
"Designer sunglasses, polarized titanium frame UV protection",accessories,171.75,20,0,0,188.2
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.37,46,1,1,14.83
"Standard plastic measuring cup set, four piece nested",home,5.43,67,1,1,18.64
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,23.2,30,0,1,32.72
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.75,29,1,1,19.88
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,11.22,30,0,1,35.03
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.26,36,0,0,1
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,110.28,70,1,0,101.19
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,19.28,31,0,1,27.89
"Clear stackable plastic storage bin, medium size with lid",home,6.07,43,0,1,14.36
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,93.26,24,0,0,76.93
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.8,28,1,1,14.0
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,76.77,34,0,1,84.1
"Standard aluminum foil roll, 30 feet household grade",home,3.7,57,0,1,22.55
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,52.62,35,0,0,64.99
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,76.51,18,1,0,81.64
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,36.48,30,1,0,43.35
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,97.51,66,0,1,117.68
"Budget wired earbuds, basic stereo sound with inline mic",electronics,9.61,42,0,0,16.9
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,83.74,52,1,1,106.11
"Standard plastic clothes hangers, adult size pack of 10",home,3.77,65,0,1,18.16
"Milk chocolate candy bar, standard size individually wrapped",food,1.68,34,0,0,1
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,59.49,23,0,1,76.71
"Artisan sourdough loaf, stone baked with ancient grain flour",food,10.62,50,0,1,20.83
"Basic foam sole flip flops, solid color unisex design",clothing,3.45,37,0,0,14.3
"Natural Belgian linen tablecloth, hand-hemmed edges",home,101.16,30,0,1,114.35
"Standard plastic clothes hangers, adult size pack of 10",home,3.52,28,1,1,10.73
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,34.8,37,1,1,41.41
"Organic cold pressed green juice, turmeric ginger daily blend",food,15.18,54,0,1,32.23
"Milk chocolate candy bar, standard size individually wrapped",food,2.44,58,0,1,23.65
"Budget wired earbuds, basic stereo sound with inline mic",electronics,7.06,64,1,1,27.76
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,41.34,22,0,1,47.26
"Organic cold pressed green juice, turmeric ginger daily blend",food,15.23,41,1,1,30.97
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.05,66,0,1,18.2
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,126.67,35,0,0,123.21
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,205.26,66,1,0,232.11
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.54,22,1,0,19.63
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,97.31,41,0,0,98.98
"Plain polyester ankle socks, value multipack of six pairs",clothing,6.71,68,1,1,29.92
"Premium natural rubber yoga mat, non-slip cork surface",fitness,76.28,48,0,0,92.46
"Disposable white paper cups, standard 8oz pack of 50",home,4.83,68,1,1,32.16
"Plain polyester ankle socks, value multipack of six pairs",clothing,5.04,36,0,1,16.55
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,12.71,51,0,0,12.81
"Artisan smoked sea salt collection, applewood and hickory varieties",food,25.83,62,0,0,26.32
"Basic white cotton washcloth, standard size single pack",home,2.14,39,0,0,8.43
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,31.69,51,0,0,46.4
"Generic snap-on phone case, standard universal fit clear",electronics,6.07,45,1,1,21.68
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.23,52,1,1,25.01
"Artisan raw wildflower honey collection, three regional varieties",food,45.39,27,1,1,62.42
"Plain polyester ankle socks, value multipack of six pairs",clothing,7.64,62,0,1,11.59
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.91,53,0,1,20.01
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,29.89,50,0,0,31.49
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.7,47,0,1,12.23
"Premium natural rubber yoga mat, non-slip cork surface",fitness,63.52,30,1,1,78.9
"Clear plastic shower curtain liner, standard size with rings",home,6.81,40,1,0,14.97
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,1.95,24,1,1,13.36
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,51.45,21,0,0,63.2
"Basic heat resistant silicone spatula, single piece design",home,5.11,52,0,1,13.44
"Store brand orange juice from concentrate, standard carton",food,2.4,62,0,0,3.31
"Milk chocolate candy bar, standard size individually wrapped",food,1.95,68,1,1,24.55
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,91.36,29,1,0,100.24
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,41.26,55,0,1,64.09
"Natural Belgian linen tablecloth, hand-hemmed edges",home,105.8,67,1,0,115.29
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,56.83,18,1,1,68.3
"Natural Belgian linen tablecloth, hand-hemmed edges",home,138.77,55,1,1,142.82
"Clear plastic shower curtain liner, standard size with rings",home,5.05,22,1,1,12.34
"Standard plastic clothes hangers, adult size pack of 10",home,4.76,35,1,1,20.49
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.47,55,1,1,16.14
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.06,22,1,1,6.15
"Organic cold pressed green juice, turmeric ginger daily blend",food,13.19,26,0,0,12.63
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.25,20,0,1,2.77
"Generic alkaline AA batteries, standard pack of eight",electronics,4.66,68,0,0,17.7
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,4.59,19,1,1,22.37
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.46,37,1,1,18.09
"Standard aluminum foil roll, 30 feet household grade",home,2.94,52,1,1,16.78
"Store brand orange juice from concentrate, standard carton",food,3.16,68,1,1,23.33
"Premium natural rubber yoga mat, non-slip cork surface",fitness,66.41,34,0,0,69.72
"Budget wired earbuds, basic stereo sound with inline mic",electronics,10.13,65,1,0,24.9
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.6,44,1,1,8.33
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,304.94,24,0,0,275.38
"Artisan raw wildflower honey collection, three regional varieties",food,29.84,21,1,1,48.52
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.32,28,1,1,14.84
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,44.51,30,0,1,50.15
"Store brand orange juice from concentrate, standard carton",food,2.79,40,1,1,17.14
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.83,69,1,1,12.77
"Basic foam sole flip flops, solid color unisex design",clothing,5.2,68,0,1,13.36
"Basic white cotton washcloth, standard size single pack",home,2.09,21,1,1,17.4
"Artisan sourdough loaf, stone baked with ancient grain flour",food,10.49,54,0,1,17.8
"Standard plastic measuring cup set, four piece nested",home,5.57,23,0,1,21.45
"Luxury hand-poured soy candle, wild fig and cassis scent",home,70.55,70,1,1,84.99
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,57.9,36,0,1,76.32
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.4,37,0,1,23.33
"Clear plastic shower curtain liner, standard size with rings",home,5.09,36,0,1,13.63
"Basic white cotton washcloth, standard size single pack",home,1.96,25,1,0,10.26
"Soft two-ply facial tissues, standard box of 160 sheets",home,2.95,43,0,1,14.34
"Milk chocolate candy bar, standard size individually wrapped",food,2.33,31,0,1,23.29
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.12,47,1,1,14.69
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,23.06,46,1,1,35.92
"Generic snap-on phone case, standard universal fit clear",electronics,5.98,68,1,1,21.57
"Designer sunglasses, polarized titanium frame UV protection",accessories,202.32,65,1,0,221.55
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.29,37,1,1,16.75
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,24.64,50,0,1,23.46
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,17.04,38,0,1,28.79
"Natural Belgian linen tablecloth, hand-hemmed edges",home,119.72,38,1,1,122.63
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,125.88,55,1,1,134.4
